split,horizon_sec,direction,count,mean_abs_z,std_z,pct_abs_z_lt_1,pct_abs_z_lt_2,projected_nll,corr_projected_std_abs_error,mean_projected_std,mean_abs_projected_error,scalar_std_trace_mean,scalar_std_max_mean
train,1.0,x_axis,209016,0.5907862782478333,0.9212290644645691,0.8077419910437479,0.9522094002373024,-1.1880106925964355,-0.11021007596608333,0.202538400888443,0.11255475133657455,0.26933756470680237,0.20266564190387726
train,1.0,y_axis,209016,0.505944550037384,1.0628135204315186,0.8655174723466146,0.9405691430321124,-1.174364447593689,-0.0463285768499012,0.177339568734169,0.08513974398374557,0.26933756470680237,0.20266564190387726
train,1.0,radial_xy,209016,0.6209940910339355,0.9758316874504089,0.7936186703410265,0.9477551957744862,-1.1507999897003174,-0.11442594814841656,0.1996392160654068,0.11643186956644058,0.26933756470680237,0.20266564190387726
train,1.0,rel_velocity_xy,209016,0.6156721115112305,1.0942907333374023,0.8110336050828645,0.9324884219389903,-1.1197795867919922,-0.07976367954277225,0.18103279173374176,0.10550938546657562,0.26933756470680237,0.20266564190387726
train,1.0,error_direction_diag_only,209016,0.9206127524375916,1.0643742084503174,0.6818951659203123,0.8876066903969074,-0.6674046516418457,-0.1344809534331362,0.19392956793308258,0.1670352965593338,0.26933756470680237,0.20266564190387726
train,2.0,x_axis,192966,0.6725583672523499,0.9449732303619385,0.7613931988018615,0.9497942642745354,-0.406215101480484,0.06291376970127165,0.4287913739681244,0.2849332392215729,0.6646008491516113,0.5080463290214539
train,2.0,y_axis,192966,0.4608042538166046,0.9249966740608215,0.866064488044526,0.944819294590757,-0.2542435824871063,-0.03593014908863895,0.5072689056396484,0.23101754486560822,0.6646008491516113,0.5080463290214539
train,2.0,radial_xy,192966,0.6862519383430481,0.9635563492774963,0.7508524817843558,0.9510224599152183,-0.3653411567211151,0.05048951848987665,0.4386079013347626,0.29795363545417786,0.6646008491516113,0.5080463290214539
train,2.0,rel_velocity_xy,192966,0.5705037117004395,0.9545895457267761,0.825399293139724,0.943378626286496,-0.23990191519260406,-0.08499315493553652,0.4985991418361664,0.27768024802207947,0.6646008491516113,0.5080463290214539
train,2.0,error_direction_diag_only,192966,0.9619615077972412,0.9008767008781433,0.6349201413720552,0.8867831638734285,0.08259142190217972,0.10347079081060087,0.45911726355552673,0.4388095736503601,0.6646008491516113,0.5080463290214539
train,4.0,x_axis,161489,0.691615641117096,0.9683461785316467,0.7754955445881763,0.9469932936608686,-0.13494698703289032,-0.0326272345728929,0.5507999062538147,0.37279102206230164,1.2299288511276245,1.0952125787734985
train,4.0,y_axis,161489,0.48826614022254944,0.9923809170722961,0.8426208596251138,0.9288744124986841,0.5788399577140808,0.009848045032905187,1.0948975086212158,0.5328224897384644,1.2299288511276245,1.0952125787734985
train,4.0,radial_xy,161489,0.6939898133277893,1.0033594369888306,0.7760590504616414,0.9435007957198324,0.03237638249993324,0.19576125266851124,0.6287711262702942,0.43918225169181824,1.2299288511276245,1.0952125787734985
train,4.0,rel_velocity_xy,161489,0.5313422083854675,0.9782917499542236,0.8377784245366557,0.9303481970908235,0.5005471110343933,0.024102941374488214,1.0310916900634766,0.537497341632843,1.2299288511276245,1.0952125787734985
train,4.0,error_direction_diag_only,161489,0.9275844693183899,0.917788565158844,0.6729250908730625,0.8839549442996117,0.5799844264984131,0.4079926608864636,0.7921755909919739,0.7669545412063599,1.2299288511276245,1.0952125787734985
val,1.0,x_axis,45257,0.6015191078186035,0.9247692823410034,0.8039419316348853,0.9499524935369115,-1.196102499961853,-0.08859381299565992,0.2000509351491928,0.11393241584300995,0.2659779489040375,0.2001737505197525
val,1.0,y_axis,45257,0.5228443741798401,1.105589747428894,0.8621207768963918,0.9402523366551031,-1.1389578580856323,-0.05679849378200442,0.17507997155189514,0.08666104078292847,0.2659779489040375,0.2001737505197525
val,1.0,radial_xy,45257,0.6331178545951843,0.9917723536491394,0.7896458006496233,0.9453565194334578,-1.1444213390350342,-0.09407754465624427,0.197220116853714,0.11800623685121536,0.2659779489040375,0.2001737505197525
val,1.0,rel_velocity_xy,45257,0.6301836967468262,1.1205209493637085,0.8078087367700024,0.9301102591864242,-1.104081392288208,-0.08662488324761987,0.17879267036914825,0.10670392960309982,0.2659779489040375,0.2001737505197525
val,1.0,error_direction_diag_only,45257,0.9388936161994934,1.0950924158096313,0.6777294120246592,0.8847029188854763,-0.6292899250984192,-0.1257474173427525,0.19156616926193237,0.16869913041591644,0.2659779489040375,0.2001737505197525
val,2.0,x_axis,41720,0.6836175918579102,0.9515783786773682,0.7597075743048898,0.9505273250239693,-0.4054071307182312,0.07356775000781605,0.4262748658657074,0.2882412374019623,0.6611987948417664,0.5057615041732788
val,2.0,y_axis,41720,0.46751707792282104,0.9466024041175842,0.8657718120805369,0.9449424736337488,-0.23844821751117706,-0.04451466335103126,0.5049347281455994,0.23313015699386597,0.6611987948417664,0.5057615041732788
val,2.0,radial_xy,41720,0.6965287923812866,0.9736601114273071,0.7486816874400767,0.948705656759348,-0.3601364195346832,0.06306110831192706,0.4360063672065735,0.30104905366897583,0.6611987948417664,0.5057615041732788
val,2.0,rel_velocity_xy,41720,0.5742925405502319,0.9622638821601868,0.8232023010546501,0.9438398849472674,-0.2388274371623993,-0.0903064691047693,0.4960908591747284,0.27790582180023193,0.6611987948417664,0.5057615041732788
val,2.0,error_direction_diag_only,41720,0.9739425182342529,0.9171295166015625,0.6318552253116011,0.887392138063279,0.10241568088531494,0.11660843712291141,0.45604023337364197,0.44213011860847473,0.6611987948417664,0.5057615041732788
val,4.0,x_axis,34748,0.7078254818916321,0.9855200052261353,0.7683319903303787,0.9496086105675147,-0.12075716257095337,-0.006523214690181024,0.5494028925895691,0.38175925612449646,1.2290050983428955,1.094807505607605
val,4.0,y_axis,34748,0.49592894315719604,1.015753984451294,0.8444514792218257,0.9294923448831588,0.6019980907440186,0.0056542967974952275,1.0944607257843018,0.5401477217674255,1.2290050983428955,1.094807505607605
val,4.0,radial_xy,34748,0.7073520421981812,1.0252989530563354,0.7765339012317256,0.9429031886727294,0.056335046887397766,0.21417876234630195,0.6275407671928406,0.44840118288993835,1.2290050983428955,1.094807505607605
val,4.0,rel_velocity_xy,34748,0.5395482778549194,0.9972900152206421,0.836710026476344,0.9303269252906642,0.5163264274597168,-0.0039791532907509815,1.0284372568130493,0.5399941802024841,1.2290050983428955,1.094807505607605
val,4.0,error_direction_diag_only,34748,0.9402838349342346,0.9389380812644958,0.6726718084494071,0.8889432485322897,0.610913097858429,0.3982030027762813,0.7919138669967651,0.7777542471885681,1.2290050983428955,1.094807505607605
test,1.0,x_axis,43908,0.6154115796089172,0.9464676380157471,0.7927940238680878,0.9526737724332696,-1.160841941833496,-0.14495247596353944,0.2033863514661789,0.1170511543750763,0.27030885219573975,0.203510120511055
test,1.0,y_axis,43908,0.49138638377189636,1.0379427671432495,0.8736904436549148,0.9421062221007561,-1.1968775987625122,-0.08184816144461479,0.17783452570438385,0.08179204165935516,0.27030885219573975,0.203510120511055
test,1.0,radial_xy,43908,0.6391671895980835,0.9856898784637451,0.7828641705383985,0.9480504691627949,-1.1368952989578247,-0.1482539111351837,0.20044271647930145,0.11963850259780884,0.27030885219573975,0.203510120511055
test,1.0,rel_velocity_xy,43908,0.6088070869445801,1.0819544792175293,0.8151134189669309,0.9367541222556254,-1.1272468566894531,-0.11791505196541703,0.18181803822517395,0.10375379025936127,0.27030885219573975,0.203510120511055
test,1.0,error_direction_diag_only,43908,0.9268909096717834,1.0569026470184326,0.6769836931766421,0.8898378427621391,-0.6636099219322205,-0.17103469328977328,0.1951383501291275,0.16791774332523346,0.27030885219573975,0.203510120511055
test,2.0,x_axis,40528,0.695848286151886,0.9667320847511292,0.7437080536912751,0.9454204500592183,-0.38272586464881897,0.07015577536070189,0.4302763044834137,0.2959461510181427,0.6665637493133545,0.5094018578529358
test,2.0,y_axis,40528,0.42958056926727295,0.8869836330413818,0.8797868140544809,0.9503059613106988,-0.2862743139266968,-0.07283930042405966,0.5085431337356567,0.214621439576149,0.6665637493133545,0.5094018578529358
test,2.0,radial_xy,40528,0.699112594127655,0.9688200354576111,0.7366018555073036,0.9498371496249507,-0.3568490743637085,0.05719572361763347,0.4401041567325592,0.3046993911266327,0.6665637493133545,0.5094018578529358
test,2.0,rel_velocity_xy,40528,0.5459118485450745,0.9167122840881348,0.8381612712198974,0.9508241215949467,-0.2735895812511444,-0.11038456175549376,0.49901947379112244,0.2646532356739044,0.6665637493133545,0.5094018578529358
test,2.0,error_direction_diag_only,40528,0.9593692421913147,0.8882720470428467,0.6304776944334781,0.8893604421634426,0.06813395768404007,0.07410326676103057,0.45883387327194214,0.43594151735305786,0.6665637493133545,0.5094018578529358
test,4.0,x_axis,33889,0.7109375,0.9954351186752319,0.7645253622119271,0.940216589453805,-0.1046951487660408,-0.009421205367371264,0.5523141622543335,0.3844258189201355,1.2297441959381104,1.0937113761901855
test,4.0,y_axis,33889,0.44486045837402344,0.9412841796875,0.8638201186225619,0.9383870872554516,0.5273313522338867,0.023002825555696937,1.0932730436325073,0.4855210781097412,1.2297441959381104,1.0937113761901855
test,4.0,radial_xy,33889,0.6955744624137878,1.0003442764282227,0.7734368084039068,0.9413969134527428,0.033037371933460236,0.2278816557928113,0.6298295855522156,0.4425487816333771,1.2297441959381104,1.0937113761901855
test,4.0,rel_velocity_xy,33889,0.4996383488178253,0.9468660950660706,0.8566201422290419,0.9393903626545487,0.46281328797340393,-0.006577757699353471,1.0241767168045044,0.49691975116729736,1.2297441959381104,1.0937113761901855
test,4.0,error_direction_diag_only,33889,0.9141265153884888,0.9127596616744995,0.6820797308861283,0.8885774145002803,0.5535920262336731,0.3596816589178178,0.7848237752914429,0.7368082404136658,1.2297441959381104,1.0937113761901855
